"locus","post_stat_lower","post_stat_med","post_stat_upper","post_stat_mean"
"Pf3D7_04_v3-115455-115684-1A",0.765616706112776,0.778115694451016,0.789399216093048,0.777690033904941
"Pf3D7_04_v3-133581-133830-1A",0.350062101201238,0.396193206000474,0.440844536202211,0.394078714379537
"Pf3D7_04_v3-133928-134154-1A",0.452401131995407,0.487284235915456,0.518206478653295,0.486254431581149
"Pf3D7_04_v3-140317-140548-1A",0.439837542629906,0.467806130540513,0.485759687038084,0.466338889221057
"Pf3D7_04_v3-141741-141990-1A",0.631895321705955,0.657083916451669,0.682988194918984,0.657161259588643
"Pf3D7_04_v3-284121-284364-1A",0.607582498703463,0.647349607306662,0.686762796163215,0.64782597059398
"Pf3D7_04_v3-544454-544718-1A",0.786726561832452,0.801183471580175,0.814148805116522,0.801226900949173
"Pf3D7_04_v3-648065-648332-1A",0.469962596478163,0.500591664412786,0.527068403691292,0.499655112582305
"Pf3D7_04_v3-900526-900759-1A",0.517086185447421,0.546733675048776,0.578344272758438,0.546798150581854
"Pf3D7_05_v3-1188456-1188706-1A",0.797891720617844,0.819798480526282,0.833819766172588,0.818198437816234
"Pf3D7_05_v3-1322099-1322341-1A",0.756405751640868,0.771515048098607,0.784475582964543,0.771238029930155
"Pf3D7_05_v3-213027-213251-1A",0.709796869528945,0.758623471592122,0.77479580836269,0.752051127695237
"Pf3D7_05_v3-350808-351052-1A",0.692145533225168,0.715029407847859,0.743172382068157,0.715085436033747
"Pf3D7_05_v3-369676-369949-1A",0.512010631512868,0.557042526731275,0.598499802678098,0.55714603895566
"Pf3D7_05_v3-395887-396136-1A",0.441542860549877,0.467706491535699,0.487076593589598,0.467122266298954
"Pf3D7_05_v3-641131-641404-1A",0.510185255086639,0.523450150105048,0.537715733837068,0.523604761979624
"Pf3D7_05_v3-668763-669004-1A",0.839845931428265,0.847614111389018,0.853390875416803,0.847066507111178
"Pf3D7_05_v3-796518-796759-1A",0.706943544856549,0.72539972142739,0.737540390244661,0.724642698907499
"Pf3D7_06_v3-1115900-1116168-1A",0.405908433244366,0.444583281388749,0.480438365644403,0.444662028630586
"Pf3D7_06_v3-1128558-1128797-1A",0.383065527433718,0.418216602613945,0.453371820802859,0.418041389548709
"Pf3D7_06_v3-1135605-1135855-1A",0.472897305050193,0.489999780787998,0.498912204340616,0.489232164988277
"Pf3D7_06_v3-1136091-1136364-1A",0.467112761800504,0.487141811826569,0.497933408911321,0.486100597347981
"Pf3D7_06_v3-1140900-1141174-1A",0.494860075701059,0.504313070354282,0.51370387331339,0.504375510171015
"Pf3D7_06_v3-1192628-1192867-1A",0.459543163402266,0.48081024406794,0.494189651012519,0.479767154371763
"Pf3D7_06_v3-1197245-1197515-1A",0.246058317000465,0.293171345768937,0.337781702991347,0.293023436113674
"Pf3D7_06_v3-1235395-1235658-1A",0.490372094904702,0.498806092205733,0.500309984304358,0.497794917411075
"Pf3D7_06_v3-1282656-1282930-1A",0.620447270326724,0.642062500682626,0.665834215400096,0.642462610780801
"Pf3D7_06_v3-145285-145531-1A",0.511782614963062,0.544604070600782,0.575105216686293,0.544018733071627
"Pf3D7_06_v3-176108-176338-1A",-3.10862446895044e-15,-3.10862446895044e-15,-1.33226762955019e-15,-2.61302091075777e-15
"Pf3D7_06_v3-416462-416720-1A",-3.33066907387547e-15,-1.99840144432528e-15,-1.33226762955019e-15,-2.07145411934562e-15
"Pf3D7_06_v3-532166-532407-1A",0.797434013087214,0.815630289875261,0.827502238367454,0.814605853694367
"Pf3D7_06_v3-851492-851765-1A",0.721236546291094,0.743167264351345,0.764886931486894,0.743166324502079
"Pf3D7_07_v3-1043981-1044225-1A",-2.88657986402541e-15,-1.11022302462516e-15,-1.11022302462516e-15,-1.59006141586815e-15
"Pf3D7_07_v3-105172-105442-1A",0.745156829070583,0.768787088908536,0.78676663234224,0.768002647021841
"Pf3D7_07_v3-1066661-1066903-1A",0.481460526667006,0.51517607878373,0.55045250854003,0.516031206572192
"Pf3D7_07_v3-1149367-1149613-1A",0.344819711206768,0.386362540322318,0.433414883536947,0.387439394175728
"Pf3D7_07_v3-432832-433091-1A",0.375158704509786,0.404256596464495,0.440171012524956,0.40579589880036
"Pf3D7_07_v3-475313-475545-1A",0.483756273805823,0.496601494223611,0.50108501887574,0.495503625983035
"Pf3D7_07_v3-627351-627625-1A",0.689916686395472,0.711336321754575,0.734497056275764,0.711539129768102
"Pf3D7_07_v3-717260-717493-1A",0.54761188601058,0.564497689574098,0.585051888280159,0.565120123251759
"Pf3D7_07_v3-729480-729750-1A",0.414934214054189,0.462146894067082,0.5013928245303,0.460963363487319
"Pf3D7_08_v3-102277-102527-1A",0.676135420290173,0.698750291079876,0.718618174596942,0.698025024776862
"Pf3D7_08_v3-1056678-1056903-1A",0.567698165374655,0.583723758551682,0.6027027384999,0.584291093292737
"Pf3D7_08_v3-1099719-1099977-1A",0.655892207883979,0.68412083502165,0.708684746564741,0.683271075804501
"Pf3D7_08_v3-1176313-1176549-1A",0.698175304960553,0.719987777389081,0.738044216283999,0.71942607669795
"Pf3D7_08_v3-1313088-1313338-1A",0.44565760497029,0.480161469411254,0.510182350374482,0.479620151865359
"Pf3D7_08_v3-1314717-1314986-1A",0.496888985710647,0.535116642903355,0.570423809199465,0.535343033814071
"Pf3D7_08_v3-1344618-1344845-1A",0.684760117566166,0.713072072529498,0.738006540726048,0.712913394026175
"Pf3D7_08_v3-336421-336651-1A",0.698799262272837,0.721240936556337,0.741553837415219,0.720960383273006
"Pf3D7_08_v3-399693-399961-1A",0.467191355983253,0.510183510283794,0.549800595308993,0.510638909663148
"Pf3D7_08_v3-412801-413062-1A",0.63414599323663,0.662478745799725,0.685222263744501,0.661759236632766
"Pf3D7_08_v3-476232-476475-1A",0.459930148952199,0.492607807549176,0.520743342949844,0.492136958351724
"Pf3D7_08_v3-585331-585590-1A",0.510480668091595,0.52882548182861,0.546884168331883,0.528722617332495
"Pf3D7_08_v3-585703-585949-1A",0.631418714249745,0.647029418134693,0.662063440708727,0.646944654858144
"Pf3D7_08_v3-585993-586266-1A",0.351114170032426,0.391150952235872,0.426159617177236,0.390312733271514
"Pf3D7_09_v3-1015103-1015350-1A",0.335038850488769,0.383255895940651,0.433062560400533,0.383416703339055
"Pf3D7_09_v3-1406342-1406614-1A",0.58362970110644,0.608065427285867,0.631050682095725,0.607614620897076
"Pf3D7_09_v3-163813-164052-1A",0.442206665490177,0.479836894656243,0.514951304772539,0.479745275264291
"Pf3D7_09_v3-164045-164311-1A",0.36308684220267,0.411000405421811,0.457527377217369,0.411626655680277
"Pf3D7_09_v3-202854-203106-1A",0.692847025806467,0.713585038712091,0.732423114168732,0.713217896430891
"Pf3D7_09_v3-270915-271160-1A",0.421129425929472,0.469318266893335,0.519301193849222,0.469311684934514
"Pf3D7_09_v3-516735-517007-1A",0.46732912403716,0.488098004244595,0.49971136500033,0.486789601239196
"Pf3D7_09_v3-595828-596094-1A",0.842068588024713,0.851173684507921,0.860079142590893,0.850975285234097
"Pf3D7_09_v3-685560-685825-1A",0.384113510029785,0.434103898649757,0.483560077820895,0.433464033835524
"Pf3D7_09_v3-82006-82236-1A",0.865229445116704,0.879527832705793,0.892015745388289,0.879388109306644
"Pf3D7_10_v3-1386657-1386909-1A",0.541927519766697,0.586441030194581,0.62907788789186,0.586211120458348
"Pf3D7_10_v3-1392371-1392620-1A",0.266987601670942,0.315057991570807,0.361263038861984,0.315003290150804
"Pf3D7_10_v3-1414337-1414596-1A",0.68570996067964,0.711922367730192,0.734124908043496,0.711504304519316
"Pf3D7_10_v3-1414599-1414832-1A",0.127136284448025,0.167318100061189,0.208305379056813,0.167513816046195
"Pf3D7_10_v3-992331-992603-1A",0.580496503117461,0.6077869792303,0.636096685336071,0.60768030405308
"Pf3D7_10_v3-992596-992869-1A",0.082374801711017,0.116676354680958,0.156182263288022,0.117521507810758
"Pf3D7_11_v3-1006693-1006917-1A",0.497272595535688,0.5366290196412,0.569494813768721,0.536051847051407
"Pf3D7_11_v3-1018781-1019053-1A",0.498016278968275,0.537992678573111,0.580251665544971,0.539074132729513
"Pf3D7_11_v3-1019050-1019319-1A",0.155062056409946,0.197225633901425,0.247041223989657,0.198025242285456
"Pf3D7_11_v3-1127074-1127316-1A",0.550722705805472,0.571255430925557,0.591174718064987,0.570987730010025
"Pf3D7_11_v3-115913-116184-1A",0.593540754915549,0.632702138413914,0.668510840119159,0.632786414117109
"Pf3D7_11_v3-119432-119705-1A",0.631626158518005,0.676468956344112,0.707025731230844,0.674890696415301
"Pf3D7_11_v3-1293919-1294168-1A",0.868161579596047,0.872854684434415,0.887373199997685,0.874766245891578
"Pf3D7_11_v3-1294664-1294910-1A",0.879656230679802,0.899437696247939,0.906563635419979,0.896808543274622
"Pf3D7_11_v3-1295103-1295335-1A",0.800791480233392,0.814134852368335,0.830165280720536,0.814952407132724
"Pf3D7_11_v3-1295371-1295597-1A",0.223726090638061,0.265733392880755,0.308069989218168,0.26526985026578
"Pf3D7_11_v3-1375807-1376056-1A",0.125129067015516,0.162007624703044,0.205388127858815,0.162383064968369
"Pf3D7_11_v3-1376058-1376305-1A",0.15947827247087,0.199097930482192,0.246870912306309,0.200681954672945
"Pf3D7_11_v3-1816152-1816378-1A",0.714962724656174,0.729529804277395,0.741880745756859,0.728690446563674
"Pf3D7_11_v3-1934962-1935236-1A",0.256127797940355,0.299653035354347,0.341874342755222,0.299286119861309
"Pf3D7_11_v3-408285-408534-1A",0.333782096020704,0.379951005014077,0.427346406987894,0.379984485042415
"Pf3D7_11_v3-408543-408771-1A",0.552071788961226,0.569863828946472,0.592389605870188,0.57045008992357
"Pf3D7_11_v3-497277-497548-1A",0.593543087590347,0.616940232667436,0.640135561731622,0.617181994561487
"Pf3D7_12_v3-1959644-1959891-1A",0.577105744593566,0.605674171295342,0.62934593686571,0.605227047033081
"Pf3D7_12_v3-233418-233671-1A",0.45185974967589,0.500817597696841,0.555448842909914,0.500956850748464
"Pf3D7_12_v3-529495-529767-1A",0.705425188396987,0.734104450947952,0.756980195122114,0.733403355606671
"Pf3D7_12_v3-63081-63314-1A",0.695878386589207,0.715867744918813,0.733199114908022,0.715698293233149
"Pf3D7_12_v3-659881-660127-1A",0.859630858324195,0.87566197418177,0.889345352731447,0.875170275641352
"Pf3D7_12_v3-684011-684240-1A",0.697301819873672,0.716755940573953,0.736982440033016,0.716804652626785
"Pf3D7_12_v3-857050-857323-1A",0.510074455195777,0.525819988844503,0.542209073031353,0.526061496422637
"Pf3D7_13_v3-1004740-1005002-1A",0.452578615163477,0.501609369682948,0.553182798300764,0.501771206126366
"Pf3D7_13_v3-1146764-1147010-1A",0.55317744871133,0.580552559050817,0.606122964526883,0.580689618345839
"Pf3D7_13_v3-1233093-1233332-1A",0.462949778664418,0.485045438354042,0.496942380910468,0.483750308102611
"Pf3D7_13_v3-1265494-1265726-1A",0.827093321337205,0.840201603224592,0.848624523720791,0.838786424456065
"Pf3D7_13_v3-1350855-1351093-1A",0.423359998537894,0.448545043910426,0.470435622641007,0.448320356498383
"Pf3D7_13_v3-1406713-1406975-1A",0.429328814036833,0.458048705217723,0.482640403670462,0.457220873274366
"Pf3D7_13_v3-1419363-1419626-1A",0.728181492530562,0.760976056113143,0.784179101018419,0.760376065051763
"Pf3D7_13_v3-1465616-1465890-1A",0.935400803943041,0.943277243141407,0.946554869941729,0.942964000925985
"Pf3D7_13_v3-1465901-1466157-1A",0.711043779900734,0.749363116696878,0.773797355609712,0.748611908096484
"Pf3D7_13_v3-146695-146934-1A",0.699447384404402,0.719119390071082,0.733073854917231,0.718136706156477
"Pf3D7_13_v3-156456-156685-1A",0.472345366786117,0.489473845103189,0.49887355375329,0.488326299848183
"Pf3D7_13_v3-156713-156986-1A",0.563275175168111,0.585630308045401,0.605392069065632,0.585358327695253
"Pf3D7_13_v3-1876391-1876664-1A",0.50607841366743,0.544260518012992,0.580865954323643,0.543987172852114
"Pf3D7_13_v3-2114242-2114482-1A",0.693721709126337,0.729667286901424,0.762438458458881,0.729061301704246
"Pf3D7_13_v3-2114829-2115090-1A",0.553349254525135,0.583553734103353,0.619097864477595,0.584165293261665
"Pf3D7_13_v3-2545065-2545291-1A",0.831526983409673,0.847103883645982,0.862794655153428,0.845966554344195
"Pf3D7_13_v3-388138-388408-1A",0.167866302141229,0.207615616031996,0.24685276232134,0.207064296290252
"Pf3D7_13_v3-479569-479811-1A",0.534430770130962,0.556858262001866,0.596742092660918,0.560403569945211
"Pf3D7_13_v3-815862-816091-1A",0.567509724112434,0.601480063699967,0.633659511628946,0.601122194236148
"Pf3D7_13_v3-852647-852921-1A",0.720801793234159,0.754792139265201,0.783054068084247,0.753967209443565
"Pf3D7_13_v3-911757-912005-1A",0.56723404525297,0.596212190583549,0.624063118166429,0.59582009048193
"Pf3D7_13_v3-935613-935884-1A",0.00426355068270918,0.0131103597662474,0.0308293840350795,0.0144093132151677
"Pf3D7_14_v3-1038300-1038538-1A",0.589707302330178,0.620059056535645,0.646470107566054,0.619018787489176
"Pf3D7_14_v3-106867-107115-1A",0.561101866792687,0.579883854857327,0.599688167890385,0.579852395664395
"Pf3D7_14_v3-1166107-1166371-1A",0.63829080149465,0.662215087026134,0.685858690794837,0.661651709000043
"Pf3D7_14_v3-120101-120365-1A",0.62099141709167,0.643952976405169,0.661142173647962,0.642968331899083
"Pf3D7_14_v3-137398-137668-1A",0.451963058823494,0.476129858724448,0.492617165122766,0.475341708841971
"Pf3D7_14_v3-1392837-1393086-1A",0.544317316370363,0.583572200158613,0.620104774649228,0.582843425505059
"Pf3D7_14_v3-1992121-1992370-1A",0.387072825033192,0.434545298231504,0.480051378624915,0.434595198179622
"Pf3D7_14_v3-2004362-2004606-1A",0.503650230260014,0.55104630217696,0.593249516545076,0.550821643440822
"Pf3D7_14_v3-2020604-2020849-1A",0.577510394102186,0.606201454971652,0.632441735224001,0.605437716595638
"Pf3D7_14_v3-2260533-2260765-1A",0.611240143806731,0.636152303236565,0.655958189693974,0.635508198399068
"Pf3D7_14_v3-2355614-2355853-1A",0.606873930049155,0.631279898404573,0.652566284294464,0.630874385733547
"Pf3D7_14_v3-2695837-2696082-1A",0.523526477741684,0.578834287488978,0.613773063195855,0.577331548231949
"Pf3D7_14_v3-2733345-2733593-1A",0.287948820466997,0.330452723306955,0.370141540067585,0.329499899757978
"Pf3D7_14_v3-279563-279833-1A",0.581476600222657,0.611517867880099,0.638938514911136,0.611042111290572
"Pf3D7_14_v3-2858894-2859160-1A",0.518336967773659,0.541532987016014,0.566834631876529,0.541826385059406
"Pf3D7_14_v3-3124416-3124655-1A",0.761394657048378,0.787011697394293,0.808738328729479,0.78657673539568
"Pf3D7_14_v3-3125801-3126073-1A",0.671338627187534,0.695453849083461,0.714866763919635,0.6951792970723
"Pf3D7_14_v3-3214249-3214516-1A",0.437821648529607,0.483188870189712,0.528219907119307,0.483917082373223
"Pf3D7_14_v3-377765-378020-1A",0.74803915073928,0.769557621387563,0.79271872317176,0.769634630424669
"Pf3D7_14_v3-407306-407542-1A",0.771457255447499,0.785513617841859,0.796076171382631,0.785007950801468
"Pf3D7_14_v3-421322-421547-1A",0.597098960805527,0.628117365113822,0.655220055963398,0.627998307436136
"Pf3D7_14_v3-771407-771633-1A",0.750141920626574,0.772579473065013,0.787294792944223,0.771464912541183
"Pf3D7_14_v3-921176-921432-1A",0.793838836804121,0.813352822203545,0.827373538246704,0.812334634911031
