"locus","post_stat_lower","post_stat_med","post_stat_upper","post_stat_mean"
"Pf3D7_05_v3-369676-369949-1A",0.420087878159694,0.488395906853301,0.55500452861006,0.487821207336165
"Pf3D7_05_v3-395887-396136-1A",0.391616462809889,0.443154475611689,0.477861988441628,0.440960048933915
"Pf3D7_05_v3-641131-641404-1A",0.495258666603423,0.50473985826839,0.519339287747539,0.505418389942705
"Pf3D7_05_v3-668763-669004-1A",0.798188526494226,0.814607046946276,0.835682780338291,0.815306144870952
"Pf3D7_05_v3-796518-796759-1A",0.714239356162855,0.733156605620825,0.745233126946217,0.732182444923799
"Pf3D7_06_v3-1115900-1116168-1A",0.324117151678447,0.389780569758502,0.451242760650608,0.389715833454193
"Pf3D7_06_v3-1128558-1128797-1A",0.332145194532518,0.39292542312718,0.443144360337037,0.390943140978683
"Pf3D7_06_v3-1135605-1135855-1A",0.441403050464975,0.477703382834268,0.497877350611009,0.475351124280571
"Pf3D7_06_v3-1136091-1136364-1A",0.435285382957164,0.474061227006593,0.496624769983109,0.472036306321539
"Pf3D7_06_v3-1140900-1141174-1A",0.477747335386078,0.496935679904202,0.501724416524948,0.494771230305444
"Pf3D7_06_v3-1192628-1192867-1A",0.485559719830915,0.498883607361792,0.502791805805082,0.497500122256235
"Pf3D7_06_v3-1197245-1197515-1A",0.253557030372381,0.319093079863837,0.383343740743016,0.318565837806687
"Pf3D7_06_v3-1235395-1235658-1A",0.480351110817394,0.498344243849327,0.500493032032834,0.496335555753625
"Pf3D7_06_v3-1282656-1282930-1A",0.560040399055544,0.606251266251655,0.645294478140708,0.605472585765693
"Pf3D7_06_v3-145285-145531-1A",0.476405530810313,0.526486827838203,0.56892842259518,0.525253340318534
"Pf3D7_06_v3-176108-176338-1A",-2.88657986402541e-15,-9.99200722162641e-16,-8.88178419700125e-16,-1.68831615354748e-15
"Pf3D7_06_v3-416462-416720-1A",-1.77635683940025e-15,0,0,-2.03392858111329e-16
"Pf3D7_06_v3-532166-532407-1A",0.744885868892328,0.795628175253355,0.82021572813748,0.787509891519158
"Pf3D7_06_v3-851492-851765-1A",0.684236847555336,0.724043740579025,0.752902916415115,0.722186459168773
"Pf3D7_07_v3-105172-105442-1A",0.692824186150521,0.736415350107805,0.769319357169477,0.735021588588
"Pf3D7_07_v3-1066661-1066903-1A",0.434032750820455,0.497866667310697,0.551501367370238,0.497025830143926
"Pf3D7_07_v3-1149367-1149613-1A",0.398538904593789,0.482358422894066,0.535720704576188,0.476918627503696
"Pf3D7_07_v3-432832-433091-1A",0.397697792955523,0.466221444485615,0.528792341512538,0.464864420863393
"Pf3D7_07_v3-475313-475545-1A",0.460530860794314,0.489803551885348,0.500734864702861,0.487513169118711
"Pf3D7_07_v3-627351-627625-1A",0.620439808677867,0.64977845039583,0.702399725843182,0.657318173308938
"Pf3D7_07_v3-717260-717493-1A",0.516443949048525,0.553207333763113,0.589589038481165,0.553484928539765
"Pf3D7_07_v3-729480-729750-1A",0.367424806331036,0.434867971280305,0.497528807830844,0.434133235474573
"Pf3D7_08_v3-102277-102527-1A",0.657112691838577,0.693963278017158,0.725304529055207,0.693387454920563
"Pf3D7_08_v3-1056678-1056903-1A",0.574067559297424,0.591666874860251,0.6097673751296,0.591745101070268
"Pf3D7_08_v3-1099719-1099977-1A",0.559739725095885,0.613188150936779,0.657827769407646,0.611757355337967
"Pf3D7_08_v3-1176313-1176549-1A",0.710724727182541,0.736984766050225,0.761083802006001,0.736592883446962
"Pf3D7_08_v3-1313088-1313338-1A",0.461869945329382,0.502619791799098,0.536012100898944,0.501479013356346
"Pf3D7_08_v3-1314717-1314986-1A",0.484582291529544,0.542083256808589,0.594813304926386,0.541445007567929
"Pf3D7_08_v3-1344618-1344845-1A",0.65831150955812,0.703265735280843,0.739127920760151,0.701410464940316
"Pf3D7_08_v3-336421-336651-1A",0.655124725014368,0.702956249731167,0.739389022835486,0.701630606874456
"Pf3D7_08_v3-399693-399961-1A",0.451923031205121,0.513847007015666,0.570774550699142,0.513890135354354
"Pf3D7_08_v3-412801-413062-1A",0.583469446001864,0.616677682677661,0.650247389523361,0.616665494614299
"Pf3D7_08_v3-476232-476475-1A",0.452659064672816,0.500258970958555,0.539503936878878,0.498623594457664
"Pf3D7_08_v3-585331-585590-1A",0.528525759513338,0.551299446858852,0.57769129175561,0.551879818306655
"Pf3D7_08_v3-585703-585949-1A",0.608077747901346,0.635049137751162,0.656308362870901,0.634136450571062
"Pf3D7_08_v3-585993-586266-1A",0.306059950826223,0.364692531464587,0.419477886761702,0.364772009982899
"Pf3D7_09_v3-1015103-1015350-1A",0.268220893705482,0.340146787907338,0.406601729500931,0.338923338917993
"Pf3D7_09_v3-1406342-1406614-1A",0.554873667215185,0.596335975154945,0.630546235407333,0.595625109600139
"Pf3D7_09_v3-163813-164052-1A",0.40240410065106,0.46438063391175,0.515066396289017,0.463378633553069
"Pf3D7_09_v3-164045-164311-1A",0.320109803082686,0.371744331095917,0.439454293230006,0.374263246487502
"Pf3D7_09_v3-202854-203106-1A",0.673274028732673,0.712332896064574,0.744868185689821,0.711289876755444
"Pf3D7_09_v3-270915-271160-1A",0.40021636270518,0.474168144261575,0.542126045351985,0.472937185874168
"Pf3D7_09_v3-516735-517007-1A",0.4672913120095,0.495095848608056,0.508354197600905,0.492808181979763
"Pf3D7_09_v3-595828-596094-1A",0.830211377578749,0.851373335362463,0.867765161292664,0.850734297531544
"Pf3D7_09_v3-685560-685825-1A",0.344736077921019,0.428569148075841,0.498813099189806,0.426004600957099
"Pf3D7_09_v3-82006-82236-1A",0.827950142865749,0.847075181359681,0.867742614333582,0.847358291025445
"Pf3D7_10_v3-1386657-1386909-1A",0.486798238593858,0.557898512953138,0.619942581529567,0.557132574017285
"Pf3D7_10_v3-1392371-1392620-1A",0.210697044238705,0.275340515396589,0.343125531703715,0.27472546119763
"Pf3D7_10_v3-1414337-1414596-1A",0.687416229012124,0.722814332403205,0.750575261776499,0.721887873957103
"Pf3D7_10_v3-1414599-1414832-1A",0.0992126351148944,0.154579640242351,0.220138046620352,0.155184820294094
"Pf3D7_10_v3-992331-992603-1A",0.52448295051882,0.571279422100542,0.609739001135608,0.568541173181144
"Pf3D7_10_v3-992596-992869-1A",0.0502443019268401,0.088312229290647,0.139604974220251,0.0900843568921088
"Pf3D7_11_v3-1006693-1006917-1A",0.448465692544564,0.512186836768535,0.56754250818964,0.511260697546616
"Pf3D7_11_v3-1018781-1019053-1A",0.496962563914043,0.559802604480937,0.615083149144583,0.558340010797876
"Pf3D7_11_v3-1019050-1019319-1A",0.142997024936916,0.201836005009678,0.269702563565728,0.20299474062265
"Pf3D7_11_v3-1127074-1127316-1A",0.573296905977582,0.603671272838567,0.636640994379437,0.604233884398257
"Pf3D7_11_v3-115913-116184-1A",0.548574357187654,0.604721514779728,0.654690706532859,0.603222063715297
"Pf3D7_11_v3-119432-119705-1A",0.654794884872002,0.703827690871941,0.7466319805268,0.703096732128051
"Pf3D7_11_v3-1293919-1294168-1A",0.841415013578509,0.862126894001328,0.877130100043035,0.861504503917619
"Pf3D7_11_v3-1294664-1294910-1A",0.884838691782334,0.910312353068284,0.919276466087029,0.908185139447153
"Pf3D7_11_v3-1295103-1295335-1A",0.801233890224713,0.817995328514332,0.830954115605858,0.816708277426376
"Pf3D7_11_v3-1295371-1295597-1A",0.239748333596524,0.302136648290334,0.362177719147809,0.301913695050041
"Pf3D7_11_v3-1375807-1376056-1A",0.0702244326149793,0.114856941976386,0.172971063754765,0.117319114177125
"Pf3D7_11_v3-1376058-1376305-1A",0.169751166972877,0.232648010199861,0.301134734457457,0.233008124101149
"Pf3D7_11_v3-1816152-1816378-1A",0.683909031265629,0.701287293818876,0.723980559418498,0.701967454263361
"Pf3D7_11_v3-1934962-1935236-1A",0.0961349421803489,0.147111691265075,0.208628584906938,0.148458280077025
"Pf3D7_11_v3-408285-408534-1A",0.34979978663373,0.412857859777928,0.476940049404119,0.41310266870582
"Pf3D7_11_v3-408543-408771-1A",0.543923878823217,0.573548109030415,0.607640295863139,0.574230933315167
"Pf3D7_11_v3-497277-497548-1A",0.600037945252312,0.63233729120479,0.666550288691724,0.632805622176387
"Pf3D7_12_v3-1959644-1959891-1A",0.567207388575964,0.608155504720912,0.644354355783274,0.607806964924045
"Pf3D7_12_v3-233418-233671-1A",0.34988942469238,0.41610276943883,0.489912232827103,0.417858168286209
"Pf3D7_12_v3-529495-529767-1A",0.636176968361718,0.675849292543003,0.709123727967924,0.675169472629211
"Pf3D7_12_v3-63081-63314-1A",0.701599233060271,0.727491204792156,0.749166141267156,0.726844814616325
"Pf3D7_12_v3-659881-660127-1A",0.844191274824395,0.877579959061729,0.904155792867953,0.877607729714873
"Pf3D7_12_v3-684011-684240-1A",0.691839010037949,0.717673396485075,0.743486728060554,0.717403710209054
"Pf3D7_12_v3-857050-857323-1A",0.497835136123126,0.522357867494584,0.547743469437359,0.522818464536248
"Pf3D7_13_v3-1004740-1005002-1A",0.370215218321095,0.44560235977926,0.517815393983688,0.44506233617122
"Pf3D7_13_v3-1146764-1147010-1A",0.575439601401623,0.605066793107201,0.64108975632448,0.606066206367533
"Pf3D7_13_v3-1233093-1233332-1A",0.439120470099265,0.475624695167399,0.496561065323139,0.473570075315988
"Pf3D7_13_v3-1265494-1265726-1A",0.800922009720401,0.816459734690783,0.830441795826104,0.816376154742537
"Pf3D7_13_v3-1350855-1351093-1A",0.3545328059564,0.405259542445604,0.455481153361118,0.406966498629151
"Pf3D7_13_v3-1406713-1406975-1A",0.430481934269248,0.470810903325054,0.497848005350906,0.468604313500843
"Pf3D7_13_v3-1419363-1419626-1A",0.664810545124839,0.717034122783262,0.755336496346701,0.715044676354384
"Pf3D7_13_v3-1465616-1465890-1A",0.928967424907223,0.936902406439306,0.946006160684111,0.937723239884986
"Pf3D7_13_v3-1465901-1466157-1A",0.689746574111545,0.741738731626715,0.783456994662295,0.740412823673368
"Pf3D7_13_v3-146695-146934-1A",0.680762720728382,0.713856044132593,0.736701532525735,0.712404891553191
"Pf3D7_13_v3-156456-156685-1A",0.447878038399938,0.482964458627318,0.499033260449695,0.480477323730178
"Pf3D7_13_v3-156713-156986-1A",0.55352502489874,0.585120878090466,0.612013705720037,0.584020480992205
"Pf3D7_13_v3-1876391-1876664-1A",0.525823402595377,0.58114217748089,0.630253580669994,0.580271085956477
"Pf3D7_13_v3-2114242-2114482-1A",0.701234934439565,0.751999149739573,0.795675390174603,0.750676578334444
"Pf3D7_13_v3-2114829-2115090-1A",0.448336548047651,0.519400240584136,0.578950278405449,0.518102648092443
"Pf3D7_13_v3-2545065-2545291-1A",0.829813597730459,0.85740787917335,0.877027658956614,0.857663609089751
"Pf3D7_13_v3-388138-388408-1A",0.16104009632274,0.220588071702558,0.287074057190344,0.221273808373839
"Pf3D7_13_v3-479569-479811-1A",0.513987179907601,0.563973294662207,0.601597264555831,0.562542603210041
"Pf3D7_13_v3-815862-816091-1A",0.528210714331857,0.58214112077961,0.628634480311466,0.580991418696504
"Pf3D7_13_v3-852647-852921-1A",0.720574348771571,0.769524669763587,0.810312721782337,0.768318491301511
"Pf3D7_13_v3-911757-912005-1A",0.56753061245611,0.60119060016485,0.632914956706077,0.6008663737303
"Pf3D7_13_v3-935613-935884-1A",0.00324218498052238,0.0105040427185464,0.0386273050288518,0.0133807826210993
"Pf3D7_14_v3-1038300-1038538-1A",0.515431463475199,0.568987035509,0.618332306138776,0.568377160123093
"Pf3D7_14_v3-106867-107115-1A",0.558786062937577,0.587259519387382,0.619248630367437,0.587791527724322
"Pf3D7_14_v3-1166107-1166371-1A",0.629599566931977,0.67003946654371,0.703426141740809,0.6693600728309
"Pf3D7_14_v3-120101-120365-1A",0.627780736738645,0.654300666668103,0.670647006170284,0.653164497653562
"Pf3D7_14_v3-137398-137668-1A",0.413777922237983,0.457720884343284,0.489160447291503,0.456134469909864
"Pf3D7_14_v3-1392837-1393086-1A",0.510379838730694,0.570515663521957,0.620767947291587,0.568511735422703
"Pf3D7_14_v3-1992121-1992370-1A",0.3413328643462,0.408891191039593,0.471486627937781,0.407986925319424
"Pf3D7_14_v3-2004362-2004606-1A",0.439719789500123,0.512896921255907,0.585388323015985,0.512693070159287
"Pf3D7_14_v3-2020604-2020849-1A",0.571109913249225,0.60864577290661,0.645177725053165,0.608152759235386
"Pf3D7_14_v3-2260533-2260765-1A",0.602655900718832,0.646428366404818,0.682078721287442,0.645321391690075
"Pf3D7_14_v3-2355614-2355853-1A",0.632131055228321,0.661871498639043,0.684784394115885,0.661190162090941
"Pf3D7_14_v3-2695837-2696082-1A",0.565478916316068,0.598756572030364,0.654533707709865,0.602501017157037
"Pf3D7_14_v3-2733345-2733593-1A",0.28023616764973,0.339798683115243,0.399374526206426,0.33992971095336
"Pf3D7_14_v3-279563-279833-1A",0.600260996931666,0.63537608398232,0.665614087839786,0.634518347546919
"Pf3D7_14_v3-2858894-2859160-1A",0.480531764611709,0.517973631061321,0.546271520090389,0.516706306106954
"Pf3D7_14_v3-3124416-3124655-1A",0.707765712095045,0.759059648699456,0.798932337723961,0.757732552000934
"Pf3D7_14_v3-3125801-3126073-1A",0.675823882939821,0.700582473349628,0.722666285204264,0.700307806124155
"Pf3D7_14_v3-3214249-3214516-1A",0.304312042776483,0.38447058665916,0.431546962856897,0.381830958353993
"Pf3D7_14_v3-377765-378020-1A",0.749037206228589,0.788837927566211,0.819950217576539,0.787840187895009
"Pf3D7_14_v3-407306-407542-1A",0.67448422924486,0.742157035626363,0.772213616192032,0.736487755898322
"Pf3D7_14_v3-421322-421547-1A",0.621617884009346,0.652766274840736,0.686125288803111,0.653083878189372
"Pf3D7_14_v3-771407-771633-1A",0.696307593913598,0.739557914911579,0.765772412761294,0.736992194352697
"Pf3D7_14_v3-921176-921432-1A",0.75850926108415,0.793998337824528,0.819465368630104,0.792979293047449
